Video_ID	Title	Blurb	Category_A	Category_B	Category_C	Language	Length_of_Video	Marked_Price	Rating	Reviews_Num	Selling_Price	Students_Num	Students_of_Tch_1	Name_of_Tch_1_x	Courses_of_Tch_1	Reviews_of_Tch_1	Rating_of_Tch_1	Url	showup	smile_proportion	beginning	middle	end	Intensity	asymmetry	beauty	quality	video_length	Name_of_Tch_1_y	gender	path	preview	male	description_length	log_description_length	category
260066	Banking Credit Analysis Process (for Bankers)	Course for Bankers, Consultants and managers to Understand Credit Analysis Process from Indian Context.	Finance & Accounting	Investing & Trading	Credit Analysis	English	38.5 hours	99.99	4.420913	1806	17.99	9064	194016	Raja Natarajan, B.Com., PGDBA, FCA	111	10916	4.20030241	https://www.udemy.com/course/credit-analysis-process/	1.0	0.1692307692307692	0.123076923076923	0.2	0.1846153846153846	0.2430134386205128	0.6619962231384532	2.6493399128205133	0.7452470064163208	42.333333333333336	Raja Natarajan, B.Com., PGDBA, FCA	male	/home/xyubl/Downloads/video_401-500/260066.mp4	1	1	14	2.6390573296152584	finance
297742	Build a DCF Valuation Model	"Learn how to build a ""Wall Street quality"" DCF valuation model. Includes a complete DCF model in Excel."	Finance & Accounting	Financial Modeling & Analysis	Company Valuation	English	5.5 hours	49.99	3.6662047	404	49.99	2551	7737	Wall Street  Prep	6	1220	4.5944818	https://www.udemy.com/course/build-a-dcf-valuation-model/	1.0	0.0	0.0	0.0	0.0	0.275759045	0.4679956882850619	3.407946639583334	0.708594799041748	43.06666666666667	Wall Street  Prep	male	/home/xyubl/Downloads/video_401-500/297742.mp4	1	1	18	2.8903717578961645	finance
297762	Build a Trading Comps Valuation Model	Learn to build and analyze the single most common model in investment banking. Includes a complete comps model in Excel.	Finance & Accounting	Investing & Trading	Company Valuation	English	7 hours	49.99	4.5766397	106	49.99	1205	7737	Wall Street  Prep	6	1220	4.5944818	https://www.udemy.com/course/build-a-trading-comps-valuation-model/	0.0	0.0	0.0	0.0	0.0	0.2352307060882352	0.3085505848594674	3.5076720955882355	0.7903157472610474	42.63333333333333	Wall Street  Prep	male	/home/xyubl/Downloads/video_401-500/297762.mp4	1	1	20	2.995732273553991	finance
298522	Navigate the 10-K and Other Financial Reports	Learn to quickly read and analyze the 10-K, 10-Q, 8-K, S-4, S-1 and more.	Finance & Accounting	Financial Modeling & Analysis	Finance Fundamentals	English	2.5 hours	39.99	4.696468	86	39.99	747	7737	Wall Street  Prep	6	1220	4.5944818	https://www.udemy.com/course/navigate-the-10-k-and-other-financial-reports/	1.0	0.1517857142857142	0.0263157894736842	0.2432432432432432	0.1891891891891892	0.2025436594642856	0.5735263896905332	3.3478874535714302	0.8343417644500732	45.96666666666667	Wall Street  Prep	male	/home/xyubl/Downloads/video_401-500/298522.mp4	1	1	14	2.6390573296152584	finance
298558	Advanced Accounting for Investment Banking	Learn frequently encountered investment banking accounting topics not covered in introductory courses.	Finance & Accounting	Accounting & Bookkeeping	Accounting	English	4 hours	49.99	4.89908	143	49.99	1454	7737	Wall Street  Prep	6	1220	4.5944818	https://www.udemy.com/course/advanced-accounting-for-investment-banking/	0.0	0.0	0.0	0.0	0.0	0.3636430474226803	0.6259960764144432	3.264135909278352	0.768656849861145	52.23333333333333	Wall Street  Prep	male	/home/xyubl/Downloads/video_401-500/298558.mp4	1	1	12	2.4849066497880004	finance
300756	SAP Vendor Invoice Management(VIM) by OpenText	SAP Finance Vendor Invoice Management, Open text VIM, Account payable automation - Basic to Advanced Level Course	Finance & Accounting	Other Finance & Accounting	SAP Financial Accounting	English	4 hours	99.99	4.637237	84	99.99	398	406	Raja R	2	90	4.475315396	https://www.udemy.com/course/sapvim-opentext/	0.0								0.6056668162345886	1378.7333333333331	Raja R	male	/home/xyubl/Downloads/video_401-500/300756.mp4	1	1	17	2.833213344056216	finance
302478	Start Your Own Bookkeeping Business	How to start your own bookkeeping business and be successful, led by a trainer who ran her own firm for over 10 years.	Finance & Accounting	Accounting & Bookkeeping	Bookkeeping	English	2.5 hours	54.99	3.8809178	146	15.99	1057	16669	Lisa Newton	78	2877	3.914263758	https://www.udemy.com/course/start-your-own-bookkeeping-business/	0.0	0.0	0.0	0.0	0.0	0.1949235803942653	1.096808630638727	3.437661641935489	0.7262097597122192	124.72382956338768	Lisa Newton	female	/home/xyubl/Downloads/video_401-500/302478.mp4	1	0	23	3.1354942159291497	finance
302562	Financial Accounting - #1 Ranked University: Course 1 of 5	Honored by the President of the United States for outstanding teaching, learn Accounting from the self-made millionaire.	Finance & Accounting	Accounting & Bookkeeping	Accounting	English	24.5 hours	89.99	4.69549	2809	15.99	22903	23603	Norm Nemrow	5	3264	4.709958241	https://www.udemy.com/course/learnaccountingforfree/	1.0	0.0855855855855855	0.0648648648648648	0.0324324324324324	0.1594594594594594	0.226838673262162	0.5588967014872915	2.9938365577477493	0.7342105507850647	184.69030969030968	Norm Nemrow	male	/home/xyubl/Downloads/video_401-500/302562.mp4	1	1	17	2.833213344056216	finance
304426	Bank Reconciliation & VAT on Excel	How to use excel spreadsheets to do a bank reconciliation and complete a UK VAT Return	Finance & Accounting	Money Management Tools	Excel	English	1.5 hours	24.99	3.0146234	142	14.99	564	16669	Lisa Newton	78	2877	3.914263758	https://www.udemy.com/course/bank-reconciliation-vat-on-excel/	0.0	0.0	0.0	0.0	0.0	0.2730635079816513	0.473071706328365	2.5574759192660568	0.689439058303833	72.9	Lisa Newton	female	/home/xyubl/Downloads/video_401-500/304426.mp4	1	0	16	2.772588722239781	finance
306360	How to Read Financial Statements:  Build Financial Literacy.	Read financial statements and speak the language of business without the drudgery of a traditional accounting course	Finance & Accounting	Accounting & Bookkeeping	Financial Statement	English	2.5 hours	24.99	4.023935	386	14.99	1831	1865	David Johnson	3	389	4.249180769	https://www.udemy.com/course/learn-how-to-read-financial-statements/	0.0	0.0169491525423728	0.05	0.0	0.0	0.5064739888135589	1.0849345939528128	2.3652294457627123	0.6886324882507324	172.9	David Johnson	male	/home/xyubl/Downloads/video_401-500/306360.mp4	1	1	17	2.833213344056216	finance
311870	Hacking Financial Markets - 25 Tools For Trading & Investing	Learn to use online tools such as StockTwits, Google, Amibroker and Finviz to trade stocks, commodities, CFDs & forex.	Finance & Accounting	Investing & Trading	Financial Markets	English	2 hours	49.99	4.504778	515	14.99	27700	40128	Joe Marwood	3	1044	4.377158175	https://www.udemy.com/course/tools-for-trading-investing/	0.0	0.0043668122270742	0.0	0.0	0.0131004366812227	0.451569553056768	0.1249593525823794	2.7184538135371232	0.6739765405654907	116.8501835168502	Joe Marwood	male	/home/xyubl/Downloads/video_501-580/311870.mp4	1	1	19	2.9444389791664403	finance
317030	Learn how to double your Forex Trading Account in one trade	Learn that it is not that difficult to double your Forex account in one Forex trade manually using very low or no risk.	Finance & Accounting	Investing & Trading	Forex	English	2 hours	54.99	4.550401	1742	14.99	10893	18293	Alex du Plooy	7	4223	4.624142368	https://www.udemy.com/course/learn-how-to-double-your-forex-trading-account-in-one-trade/	0.0	0.0	0.0	0.0	0.0	0.3560890715652175	0.365350241095035	3.227053426086952	0.7278623580932617	142.7	Alex du Plooy	male	/home/xyubl/Downloads/video_501-580/317030.mp4	1	1	23	3.1354942159291497	finance
317452	Investing 101: How to Start Investing in 4 Simple Steps	"How to beat 90% of ""expert"" investors, save thousands in taxes, build wealth, & retire early (with just 1 hour per year)"	Finance & Accounting	Investing & Trading	Investing	English	1.5 hours	84.99	4.567808	149	14.99	1889	1889	Nathan Winklepleck	1	149	4.5677085	https://www.udemy.com/course/investing/	0.0								0.7442769408226013	49.93333333333333	Nathan Winklepleck	male	/home/xyubl/Downloads/video_501-580/317452.mp4	1	1	22	3.091042453358316	finance
317572	Accounting 1 Simplified for You	Your no-nonsense guide to understanding accounting principles in easy to follow explanations and step-by-step examples.	Finance & Accounting	Accounting & Bookkeeping	Accounting	English	2.5 hours	49.99	4.594092	823	14.99	4929	26608	Majo Jacinto	4	1850	4.305408381	https://www.udemy.com/course/accounting-1-simplified-for-you/	1.0	0.0227617602427921	0.0227272727272727	0.009090909090909	0.0365296803652968	0.5955234387405153	0.6678023938293631	1.947834696054628	0.8198605179786682	152.33333333333334	Majo Jacinto	female	/home/xyubl/Downloads/video_501-580/317572.mp4	1	0	15	2.70805020110221	finance
321410	Beginner to Pro in Excel: Financial Modeling and Valuation	Financial Modeling in Excel that would allow you to walk into a job and be a rockstar from day one!	Finance & Accounting	Financial Modeling & Analysis	Financial Modeling	English	14 hours	119.99	4.554409	37247	12.99	158161	1627132	365 Careers	77	481343	4.555029251	https://www.udemy.com/course/beginner-to-pro-in-excel-financial-modeling-and-valuation/	1.0	0.005813953488372	0.005813953488372	0.0	0.0116279069767441	0.3472545047093019	0.1765350544046088	3.4239128001937984	0.7552518844604492	104.8	365 Careers	male	/home/xyubl/Downloads/video_501-580/321410.mp4	1	1	20	2.995732273553991	finance
322118	IFRS Financial Reporting (Conceptual)	IFRS Financial reporting course will help you to understand conceptual details of various IAS and IFRS standards.	Finance & Accounting	Accounting & Bookkeeping	IFRS	English	3.5 hours	54.99	3.6728969	187	14.99	835	835	Finance Pro Academy	1	187	3.6728795	https://www.udemy.com/course/ifrs-financial-reporting/	0.0								0.6879129409790039	271.9166666666667	Finance Pro Academy	male	/home/xyubl/Downloads/video_501-580/322118.mp4	1	1	17	2.833213344056216	finance
323916	Learn How To use Channels to find amazing Forex Entries	The Forex Channel Entry and Target technique helps you catch new trend very early and is very simple to learn and use.	Finance & Accounting	Investing & Trading	Forex	English	1 hour	44.99	4.841994	187	14.99	1832	18293	Alex du Plooy	7	4223	4.624142368	https://www.udemy.com/course/learn-how-to-use-channels-to-find-amazing-forex-entries/	1.0	0.0047281323877068	0.0070921985815602	0.0070921985815602	0.0	0.5733485844680851	1.185534036017336	2.2368726063829807	0.7441754937171936	84.5	Alex du Plooy	male	/home/xyubl/Downloads/video_501-580/323916.mp4	1	1	22	3.091042453358316	finance
323950	Use the Magic Multiple Moving Average Forex Trading system	The Magic Multiple Moving Average Forex System has become very popular due to it being so simple, visual and very easy	Finance & Accounting	Investing & Trading	Forex	English	1 hour	49.99	4.577947	949	14.99	4935	18293	Alex du Plooy	7	4223	4.624142368	https://www.udemy.com/course/the-magic-multiple-moving-average-forex-trading-system/	0.0								0.8592868447303772	144.26666666666668	Alex du Plooy	male	/home/xyubl/Downloads/video_501-580/323950.mp4	1	1	21	3.044522437723423	finance
331968	Trading: From Wall Street to Your Street	Wall Street trading techniques and principles used by real professional traders.	Finance & Accounting	Investing & Trading	Financial Trading	English	5.5 hours	84.99	3.674203	79	14.99	743	743	Trade Prosper	1	79	3.674203	https://www.udemy.com/course/from-wall-street-to-your-street/	0.0								0.6251624822616577	83.4834	Trade Prosper	unknown	/home/xyubl/Downloads/video_501-580/331968.mp4	1	1	11	2.3978952727983707	finance
332848	Tax Strategy: Financial Planning for Beginners	Guide to Financial Planning, Investment Vehicles, Wealth Creation Strategies through a Tax Lense	Finance & Accounting	Taxes	Tax Preparation	English	1 hour	84.99	3.9837852	131	14.99	2138	7494	Calvin Liu	2	607	4.21321035	https://www.udemy.com/course/taxsavingstrategy/	0.0								0.7214540243148804	134.0	Calvin Liu	male	/home/xyubl/Downloads/video_501-580/332848.mp4	1	1	13	2.5649493574615367	finance
353044	Investing 101: The Complete Online Investing Course 2021	Copy & Paste Investing System - Profitable Passive Income & ETF Investing Strategies For Growing Your Wealth Wisely!	Finance & Accounting	Investing & Trading	Investing	English	8 hours	109.99	4.3634357	2154	18.99	13092	194042	Wealthy Education	58	30496	4.348904056	https://www.udemy.com/course/online-investing-guide/	0.0								0.6226626634597778	164.83516483516482	Wealthy Education	male	/home/xyubl/Downloads/video_581-660/353044.mp4	1	1	18	2.8903717578961645	finance
354324	Accounting 2 Simplified for You	Manage payroll, cash, receivables, inventories & liabilities in easy to follow steps. Great companion of Accounting 1.	Finance & Accounting	Accounting & Bookkeeping	Accounting	English	2.5 hours	49.99	4.0588956	477	14.99	2948	26608	Majo Jacinto	4	1850	4.305408381	https://www.udemy.com/course/accounting-2-simplified-for-you/	1.0	0.0106635071090047	0.0	0.0213523131672597	0.0106761565836298	0.5957795939454975	0.7241465679305552	2.001403172985782	0.6959862112998962	185.8333333333333	Majo Jacinto	female	/home/xyubl/Downloads/video_581-660/354324.mp4	1	0	17	2.833213344056216	finance
354336	US Income Taxes - Income Tax Preparation Simplified for You	The A – Z of self-preparing and e-filing your basic income taxes by 04/15. Income tax preparation made easy for you.	Finance & Accounting	Taxes	Tax Preparation	English	2.5 hours	29.99	4.2186327	369	18.99	2288	26608	Majo Jacinto	4	1850	4.305408381	https://www.udemy.com/course/income-tax-basic-training-prepare-file-your-own-by-0415/	1.0	0.0185643564356435	0.0148148148148148	0.0037174721189591	0.037174721189591	0.3489770565284655	0.58115461407982	2.015545838737624	0.7427203059196472	176.76666666666668	Majo Jacinto	female	/home/xyubl/Downloads/video_581-660/354336.mp4	1	0	21	3.044522437723423	finance
355622	Trade Forex 13 Patterns - Golden Ratios Secret Revealed	Forex Trading -Thirteen potential ways to trade forex. Learn step-by-step with trade recovery techniques and Analysis	Finance & Accounting	Investing & Trading	Forex	English	4 hours	84.99	4.694128	224	14.99	1655	56645	Baraq Adnan	19	2328	4.322987718	https://www.udemy.com/course/forex-13-patterns-trade-with-precision/	1.0	0.2622432859399684	0.2796208530805687	0.1421800947867298	0.3649289099526066	0.3343109584691947	0.7938191310340065	2.974690218957347	0.8772114515304565	109.717868338558	Baraq Adnan	male	/home/xyubl/Downloads/video_581-660/355622.mp4	1	1	16	2.772588722239781	finance
358062	Financial Modeling: Build a Complete DCF Valuation Model	The Ultimate Guide to Company Valuation For Aspiring Investment Bankers and Corporate Finance Practitioners	Finance & Accounting	Financial Modeling & Analysis	Financial Modeling	English	4 hours	94.99	4.461263	3960	17.99	22907	1626269	365 Careers	77	480841	4.554101469	https://www.udemy.com/course/learn-how-to-value-a-company-and-build-a-dcf-model/	0.0	0.0	0.0	0.0	0.0	0.3017804757142857	0.0789100799077379	3.5745873857142856	0.6754022836685181	160.71666666666667	365 Careers	male	/home/xyubl/Downloads/video_581-660/358062.mp4	1	1	14	2.6390573296152584	finance
358866	Learn To Trade The Forex Market In Your Spare-Time	Learn my simple forex trading method you can do this even if you work a full time job.	Finance & Accounting	Investing & Trading	Forex	English	2.5 hours	84.99	4.1961765	196	14.99	1860	1860	Michael Coleman	1	196	4.1961765	https://www.udemy.com/course/how-you-can-make-consistent-profits-trading-the-forex/	0.0								0.7430383563041687	135.8	Michael Coleman	male	/home/xyubl/Downloads/video_581-660/358866.mp4	1	1	18	2.8903717578961645	finance
362530	Public Speaking: You Can Give Great Financial Presentations	Public Speaking: Get audiences to understand remember the most important numbers/trends in your financial presentations	Finance & Accounting	Other Finance & Accounting	Public Speaking	English	1.5 hours	84.99	4.507729	248	14.99	32778	1294787	TJ Walker	220	106888	4.440841872	https://www.udemy.com/course/how-to-give-financial-presentations/	1.0	0.5491329479768786	0.4482758620689655	0.5689655172413793	0.631578947368421	0.3382175552543353	0.6083556385274436	2.888330875722545	0.5966654419898987	34.56666666666667	TJ Walker	male	/home/xyubl/Downloads/video_581-660/362530.mp4	1	1	15	2.70805020110221	finance
